year,area,latitude,longitude,outbreak,file_name,study
1991,quebec,46.8137431,-71.2084061,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1992,quebec,46.8137431,-71.2084061,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1993,quebec,46.8137431,-71.2084061,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1905,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1906,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1907,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1908,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1909,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1910,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1911,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1912,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1913,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1914,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1915,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1916,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1917,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1918,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1919,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1920,south of 50th parallel,46.808327,-100.783739,1,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1921,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1922,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1923,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1924,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1925,south of 50th parallel,46.808327,-100.783739,0,outbreak_data_Navarro et al. 2018 space time SBW.csv,4
1920,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1921,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1922,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1923,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1924,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1925,lac des mille lacs area,48.4027586,-89.6258941,2,outbreak_data_Elliot 1960.csv,5
1926,lac des mille lacs area,48.4027586,-89.6258941,2,outbreak_data_Elliot 1960.csv,5
1927,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1928,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1929,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1930,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1931,lac des mille lacs area,48.4027586,-89.6258941,0,outbreak_data_Elliot 1960.csv,5
1857,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1858,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1859,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1860,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1861,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1862,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1863,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1864,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1865,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1866,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1867,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1868,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1869,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1870,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1871,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1872,lac seul area,50.640752,-93.236847,2,outbreak_data_Elliot 1960.csv,5
1873,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1874,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1875,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1876,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1877,lac seul area,50.640752,-93.236847,0,outbreak_data_Elliot 1960.csv,5
1932,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1933,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1934,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1935,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1936,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1937,lake nipigon,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1938,lake nipigon,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1939,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1940,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1941,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1942,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1943,lake nipigon,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1944,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1945,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1946,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1947,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1948,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1949,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1950,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1951,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1952,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1953,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1954,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1955,lake nipigon infestation area,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1956,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1957,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1958,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1959,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1960,lake nipigon infestation area,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1932,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1933,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1934,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1935,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1936,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1937,lake nipigon region,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1938,lake nipigon region,49.5998657,-87.9576817,1,outbreak_data_Elliot 1960.csv,5
1939,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1940,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1941,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1942,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1943,lake nipigon region,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1942,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1943,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1944,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1945,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1946,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1947,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,2,outbreak_data_Elliot 1960.csv,5
1948,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,2,outbreak_data_Elliot 1960.csv,5
1949,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1950,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1951,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1952,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1953,northeastern ontario within 15 miles of lake nipigon infestation,49.5998657,-87.9576817,0,outbreak_data_Elliot 1960.csv,5
1938,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1939,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1940,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1941,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1942,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1943,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1944,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1945,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1946,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1947,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1948,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1949,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1950,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1951,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1952,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1953,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1954,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1955,northwestern ontario,54.0245941,-89.1618188,1,outbreak_data_Elliot 1960.csv,5
1956,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1957,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1958,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1959,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1960,northwestern ontario,54.0245941,-89.1618188,0,outbreak_data_Elliot 1960.csv,5
1938,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,0,outbreak_data_Elliot 1960.csv,5
1939,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,0,outbreak_data_Elliot 1960.csv,5
1940,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,0,outbreak_data_Elliot 1960.csv,5
1941,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,0,outbreak_data_Elliot 1960.csv,5
1942,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,0,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1943,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1944,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1945,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1946,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1947,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1948,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1949,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
1950,peninsula north of italian bay on lost lake midway between sioux lookout and hudson ontario and lake nipigon - geraldton region,49.7188752,-86.9493168,1,outbreak_data_Elliot 1960.csv,5
