area,Latitude,Longitude,Year,Outbreak,Source,File Name,Study
"new brunswick, canada",47.032695,-65.494995,2002,1,dendrochronological samples from tree cores | aerial defoliation survey,Windthrow and growth response following a spruce budworm inspired_ variable retention harvest in New Brunswick_ Canada.pdf,
